airline,source_city,destination_city,journey_date,departure_time,arrival_time,total_stops,travel_class,booking_window_days,season,day_of_week,is_holiday,aircraft_type,distance_km,rating,price_inr,duration_minutes,journey_month,journey_day,departure_hour,arrival_hour,route
indigo,mumbai,pune,03-02-2025,23:15,02:15,1,economy,100,summer,monday,0,B787,2371,4.5,10316,180,2,3,23,2,mumbai -> pune
spicejet,chennai,bengaluru,24-05-2025,07:20,08:44,1,economy,64,monsoon,saturday,0,B787,2503,3.6,11043,84,5,24,7,8,chennai -> bengaluru
airasia india,pune,chennai,06-09-2025,03:15,09:45,0,business,64,spring,saturday,1,A350,719,3.5,12092,390,9,6,3,9,pune -> chennai
akasa air,chennai,bengaluru,07-10-2025,02:10,04:04,0,economy,30,spring,tuesday,0,A350,848,4.5,3428,114,10,7,2,4,chennai -> bengaluru
spicejet,bengaluru,kolkata,08-12-2025,08:20,12:44,0,economy,40,summer,monday,0,A350,1789,4.6,7787,264,12,8,8,12,bengaluru -> kolkata
air india,mumbai,hyderabad,20-03-2025,15:10,16:58,1,economy,66,monsoon,thursday,0,A350,1699,4.4,7291,108,3,20,15,16,mumbai -> hyderabad
vistara,kolkata,mumbai,04-09-2025,15:15,17:51,1,economy,1,spring,thursday,0,A321,1664,4.6,10943,156,9,4,15,17,kolkata -> mumbai
air india,delhi,pune,13-03-2025,04:40,05:58,2,economy,41,monsoon,thursday,0,B737,1459,4.7,8898,78,3,13,4,5,delhi -> pune
indigo,ahmedabad,pune,29-06-2025,06:10,09:40,1,economy,70,winter,sunday,1,B787,1208,4.3,6923,210,6,29,6,9,ahmedabad -> pune
spicejet,hyderabad,mumbai,05-12-2025,04:10,08:46,2,business,92,summer,friday,0,A320,851,3.8,16191,276,12,5,4,8,hyderabad -> mumbai
spicejet,delhi,mumbai,27-03-2025,12:00,15:42,0,economy,82,monsoon,thursday,0,B787,1167,4.7,5524,222,3,27,12,15,delhi -> mumbai
akasa air,pune,hyderabad,08-08-2025,11:10,15:10,1,economy,39,winter,friday,0,B787,1518,4.5,9501,240,8,8,11,15,pune -> hyderabad
akasa air,chennai,kolkata,06-02-2025,09:50,12:26,1,economy,61,summer,thursday,0,ATR72,824,4.7,4252,156,2,6,9,12,chennai -> kolkata
air india,mumbai,delhi,06-10-2025,19:30,20:54,0,economy,108,spring,monday,0,B787,1352,4.8,4092,84,10,6,19,20,mumbai -> delhi
vistara,hyderabad,chennai,19-11-2025,14:10,16:52,0,economy,17,spring,wednesday,0,B787,1417,3.8,6334,162,11,19,14,16,hyderabad -> chennai
air india,mumbai,kolkata,12-11-2025,18:10,21:28,0,economy,61,spring,wednesday,0,B787,1518,4.2,9941,198,11,12,18,21,mumbai -> kolkata
airasia india,hyderabad,mumbai,09-08-2025,16:45,22:45,1,economy,60,winter,saturday,0,A321,724,4.4,5110,360,8,9,16,22,hyderabad -> mumbai
vistara,chennai,pune,15-01-2025,01:40,05:34,0,economy,51,summer,wednesday,0,ATR72,1315,4.7,7413,234,1,15,1,5,chennai -> pune
airasia india,kolkata,delhi,04-09-2025,08:15,11:57,0,economy,98,spring,thursday,0,A321,1631,4.5,5253,222,9,4,8,11,kolkata -> delhi
indigo,hyderabad,kolkata,26-01-2025,13:50,17:32,0,economy,85,summer,sunday,0,A320,1227,3.8,4251,222,1,26,13,17,hyderabad -> kolkata
akasa air,mumbai,chennai,04-05-2025,06:10,07:34,0,business,18,monsoon,sunday,0,B787,1408,4.8,6672,84,5,4,6,7,mumbai -> chennai
vistara,mumbai,chennai,22-06-2025,22:40,01:16,0,economy,63,winter,wednesday,0,B737,571,3.9,8185,156,6,22,22,1,mumbai -> chennai
airasia india,pune,hyderabad,29-12-2025,12:40,18:22,1,economy,115,summer,monday,1,A350,2483,3.6,12528,342,12,29,12,18,pune -> hyderabad
airasia india,ahmedabad,kolkata,07-12-2025,08:15,11:45,0,economy,48,summer,sunday,0,A320,1330,3.7,15161,210,12,7,8,11,ahmedabad -> kolkata
indigo,delhi,pune,26-08-2025,08:00,12:06,2,business,30,winter,tuesday,0,B737,1597,3.6,19863,246,8,26,8,12,delhi -> pune
indigo,bengaluru,hyderabad,23-09-2025,01:00,04:24,0,economy,38,spring,tuesday,0,A320,1485,3.7,6065,204,9,23,1,4,bengaluru -> hyderabad
spicejet,delhi,mumbai,16-06-2025,02:15,04:21,0,business,119,winter,monday,0,A320,1260,4.3,12535,126,6,16,2,4,delhi -> mumbai
airasia india,mumbai,bengaluru,06-09-2025,03:48,00:18,1,economy,77,spring,saturday,0,ATR72,1495,4.2,6220,1230,9,6,3,0,mumbai -> bengaluru
akasa air,chennai,delhi,11-01-2025,05:45,08:57,1,economy,107,summer,saturday,0,A350,2509,4.9,3982,192,1,11,5,8,chennai -> delhi
airasia india,ahmedabad,pune,10-01-2025,21:15,01:57,0,economy,81,summer,friday,0,ATR72,2499,3.9,34839,282,1,10,21,1,ahmedabad -> pune
akasa air,hyderabad,kolkata,22-04-2025,14:40,18:52,1,business,95,monsoon,tuesday,0,A320,2329,4.8,21076,252,4,22,14,18,hyderabad -> kolkata
spicejet,hyderabad,kolkata,06-07-2025,17:40,21:40,0,economy,4,winter,sunday,0,B787,1319,3.9,8764,240,7,6,17,21,hyderabad -> kolkata
air india,mumbai,ahmedabad,23-01-2025,10:10,14:34,0,economy,38,summer,thursday,0,A320,2560,4.9,9338,264,1,23,10,14,mumbai -> ahmedabad
spicejet,hyderabad,delhi,10-01-2025,12:45,16:57,1,economy,104,summer,friday,0,A350,657,4.2,5652,252,1,10,12,16,hyderabad -> delhi
air india,delhi,ahmedabad,06-04-2025,00:10,01:52,0,economy,86,monsoon,sunday,0,A321,344,4.8,3281,102,4,6,0,1,delhi -> ahmedabad
airasia india,bengaluru,kolkata,06-06-2025,07:30,11:06,0,economy,102,winter,friday,0,A320,2477,3.6,9160,216,6,6,7,11,bengaluru -> kolkata
spicejet,pune,mumbai,18-12-2025,12:40,14:40,0,economy,23,summer,thursday,0,A321,965,3.8,5576,120,12,18,12,14,pune -> mumbai
airasia india,hyderabad,bengaluru,02-04-2025,14:15,20:03,0,economy,81,monsoon,wednesday,0,A321,1463,4.7,4981,348,4,2,14,20,hyderabad -> bengaluru
vistara,kolkata,ahmedabad,22-01-2025,13:40,16:34,0,business,70,summer,wednesday,0,B737,1205,4.4,11413,174,1,22,13,16,kolkata -> ahmedabad
air india,kolkata,pune,25-01-2025,09:30,11:42,0,economy,16,summer,saturday,0,B787,1657,4.8,7352,132,1,25,9,11,kolkata -> pune
akasa air,ahmedabad,mumbai,23-03-2025,01:50,06:14,0,economy,48,monsoon,sunday,0,B787,426,4,3559,264,3,23,1,6,ahmedabad -> mumbai
akasa air,ahmedabad,kolkata,28-02-2025,05:45,09:09,2,economy,55,summer,friday,0,B787,2329,4.1,34192,204,2,28,5,9,ahmedabad -> kolkata
indigo,kolkata,ahmedabad,11-11-2025,03:30,05:54,0,economy,112,spring,tuesday,0,A350,2625,3.9,8278,144,11,11,3,5,kolkata -> ahmedabad
indigo,ahmedabad,pune,24-02-2025,15:30,18:30,0,economy,95,summer,monday,0,A350,2622,4.5,9544,180,2,24,15,18,ahmedabad -> pune
airasia india,mumbai,hyderabad,22-07-2025,21:15,23:39,1,economy,3,winter,tuesday,0,B787,2772,4.2,16995,144,7,22,21,23,mumbai -> hyderabad
air india,delhi,mumbai,14-11-2025,12:15,16:03,1,economy,5,spring,friday,0,A321,355,3.7,5283,228,11,14,12,16,delhi -> mumbai
airasia india,kolkata,bengaluru,30-11-2025,01:30,06:30,0,economy,60,spring,sunday,0,A321,1546,4.9,6219,300,11,30,1,6,kolkata -> bengaluru
airasia india,hyderabad,bengaluru,27-11-2025,10:30,13:30,0,business,112,spring,thursday,0,A320,2548,4.9,21043,180,11,27,10,13,hyderabad -> bengaluru
indigo,mumbai,ahmedabad,20-02-2025,18:50,21:50,0,economy,118,summer,thursday,0,A321,1726,4.3,5864,180,2,20,18,21,mumbai -> ahmedabad
akasa air,hyderabad,pune,01-05-2025,20:20,00:38,0,business,93,monsoon,thursday,0,A321,2478,4.1,19906,258,5,1,20,0,hyderabad -> pune
airasia india,delhi,pune,26-04-2025,19:15,20:45,0,economy,89,monsoon,saturday,0,A321,2418,3.7,9362,90,4,26,19,20,delhi -> pune
spicejet,delhi,bengaluru,23-10-2025,17:40,20:22,0,economy,91,spring,thursday,0,A350,1353,4.8,6015,162,10,23,17,20,delhi -> bengaluru
spicejet,kolkata,pune,30-05-2025,13:50,18:26,0,business,96,monsoon,friday,0,B787,826,4.6,9974,276,5,30,13,18,kolkata -> pune
airasia india,chennai,mumbai,26-04-2025,09:20,11:56,0,economy,103,monsoon,saturday,0,ATR72,438,3.6,3645,156,4,26,9,11,chennai -> mumbai
air india,kolkata,hyderabad,14-04-2025,04:30,07:30,1,economy,8,monsoon,monday,1,ATR72,961,4.2,2138,180,4,14,4,7,kolkata -> hyderabad
vistara,ahmedabad,delhi,07-09-2025,15:50,21:14,2,economy,108,spring,wednesday,0,A350,5481,3.5,10368,324,9,7,15,21,ahmedabad -> delhi
indigo,ahmedabad,chennai,12-05-2025,00:10,05:10,0,economy,90,monsoon,monday,0,B787,2292,3.7,8233,300,5,12,0,5,ahmedabad -> chennai
vistara,ahmedabad,chennai,13-06-2025,02:10,07:52,0,economy,103,winter,friday,0,B787,1813,4,6445,342,6,13,2,7,ahmedabad -> chennai
air india,pune,delhi,19-07-2025,18:15,23:51,0,economy,99,winter,saturday,0,ATR72,2435,4.8,10594,336,7,19,18,23,pune -> delhi
akasa air,mumbai,delhi,12-01-2025,19:15,00:15,1,economy,74,summer,sunday,0,A320,1040,3.6,4748,300,1,12,19,0,mumbai -> delhi
spicejet,delhi,pune,30-05-2025,03:10,04:16,1,business,6,monsoon,friday,0,ATR72,2254,4.6,34362,66,5,30,3,4,delhi -> pune
spicejet,delhi,pune,30-08-2025,10:45,14:57,1,economy,106,winter,saturday,0,A350,1176,3.9,5636,252,8,30,10,14,delhi -> pune
airasia india,mumbai,chennai,08-04-2025,08:00,11:42,1,economy,62,monsoon,tuesday,0,A321,1267,4,7543,222,4,8,8,11,mumbai -> chennai
akasa air,kolkata,mumbai,20-09-2025,04:10,07:40,0,economy,42,spring,saturday,0,B787,1350,4.1,5852,624,9,20,4,7,kolkata -> mumbai
airasia india,pune,delhi,11-01-2025,04:30,05:48,0,economy,99,summer,saturday,0,B737,2838,4.1,5385,78,1,11,4,5,pune -> delhi
air india,delhi,pune,12-10-2025,05:45,07:57,0,business,1,spring,sunday,0,A320,527,3.7,11093,132,10,12,5,7,delhi -> pune
airasia india,chennai,hyderabad,22-01-2025,07:10,13:10,0,economy,14,summer,wednesday,0,B787,1100,3.9,5004,360,1,22,7,13,chennai -> hyderabad
indigo,delhi,bengaluru,25-05-2025,21:50,01:32,0,economy,43,monsoon,wednesday,0,A321,1157,4.6,7218,222,5,25,21,1,delhi -> bengaluru
spicejet,bengaluru,chennai,17-08-2025,15:50,21:56,1,business,113,winter,sunday,0,B787,886,4.3,12465,366,8,17,15,21,bengaluru -> chennai
air india,chennai,ahmedabad,15-08-2025,14:10,19:16,0,economy,25,winter,friday,0,A321,764,4.1,4502,306,8,15,14,19,chennai -> ahmedabad
spicejet,bengaluru,pune,14-02-2025,10:10,13:52,0,economy,43,summer,friday,0,A320,1093,3.7,6317,222,2,14,10,13,bengaluru -> pune
air india,delhi,mumbai,09-05-2025,21:40,23:10,0,business,96,monsoon,friday,0,ATR72,683,4.3,8914,90,5,9,21,23,delhi -> mumbai
air india,kolkata,pune,31-08-2025,00:30,04:48,2,economy,30,winter,sunday,0,A320,635,3.8,7510,258,8,31,0,4,kolkata -> pune
akasa air,bengaluru,ahmedabad,26-01-2025,07:20,11:56,0,economy,67,summer,sunday,0,ATR72,1918,3.8,8044,276,1,26,7,11,bengaluru -> ahmedabad
vistara,pune,bengaluru,09-11-2025,21:10,03:10,1,economy,88,spring,sunday,0,ATR72,2429,4.5,10473,360,11,9,21,3,pune -> bengaluru
airasia india,mumbai,chennai,12-03-2025,17:40,20:28,1,economy,46,monsoon,wednesday,0,B787,1196,3.6,7044,168,3,12,17,20,mumbai -> chennai
vistara,delhi,ahmedabad,14-11-2025,23:15,00:33,0,economy,75,spring,friday,0,A320,528,4.5,4834,78,11,14,23,0,delhi -> ahmedabad
vistara,mumbai,chennai,05-06-2025,06:00,10:12,0,economy,120,winter,thursday,0,A350,309,4.7,2327,252,6,5,6,10,mumbai -> chennai
indigo,bengaluru,delhi,04-12-2025,23:10,02:40,1,economy,39,summer,thursday,0,B787,1391,4.3,6708,210,12,4,23,2,bengaluru -> delhi
air india,ahmedabad,bengaluru,24-02-2025,06:30,09:24,1,economy,89,summer,monday,1,B737,2125,4,10218,174,2,24,6,9,ahmedabad -> bengaluru
airasia india,hyderabad,kolkata,19-04-2025,15:40,20:46,2,economy,105,monsoon,saturday,0,A320,2638,3.8,11303,306,4,19,15,20,hyderabad -> kolkata
spicejet,bengaluru,pune,07-05-2025,21:00,00:48,0,economy,17,monsoon,wednesday,0,B737,1522,4.6,5941,228,5,7,21,0,bengaluru -> pune
vistara,hyderabad,ahmedabad,13-05-2025,10:00,14:06,1,economy,5,monsoon,tuesday,0,B787,958,4.3,7678,246,5,13,10,14,hyderabad -> ahmedabad
air india,ahmedabad,bengaluru,11-02-2025,02:20,08:20,2,economy,38,summer,tuesday,0,B787,1593,4.6,9694,360,2,11,2,8,ahmedabad -> bengaluru
airasia india,hyderabad,delhi,29-03-2025,01:40,04:40,0,economy,28,monsoon,saturday,0,ATR72,1305,4,7389,180,3,29,1,4,hyderabad -> delhi
indigo,pune,kolkata,22-03-2025,15:00,20:00,0,economy,73,monsoon,saturday,0,ATR72,744,3.8,3430,300,3,22,15,20,pune -> kolkata
vistara,mumbai,kolkata,04-01-2025,16:15,20:33,0,economy,53,summer,saturday,0,B787,1813,4.1,7808,258,1,4,16,20,mumbai -> kolkata
airasia india,ahmedabad,chennai,09-08-2025,06:40,09:28,0,economy,65,winter,saturday,1,A321,1154,4.4,6003,168,8,9,6,9,ahmedabad -> chennai
airasia india,kolkata,chennai,27-06-2025,17:50,21:32,2,economy,107,winter,friday,0,B737,1904,3.9,11192,222,6,27,17,21,kolkata -> chennai
airasia india,kolkata,chennai,02-12-2025,09:50,13:26,0,economy,11,summer,tuesday,0,A321,579,4.6,5352,216,12,2,9,13,kolkata -> chennai
airasia india,bengaluru,chennai,19-08-2025,09:15,15:51,0,economy,52,winter,tuesday,0,B737,597,4.5,3621,396,8,19,9,15,bengaluru -> chennai
air india,bengaluru,mumbai,07-04-2025,01:10,04:58,1,economy,111,monsoon,monday,0,A321,2084,4.2,8702,228,4,7,1,4,bengaluru -> mumbai
air india,bengaluru,kolkata,26-10-2025,10:30,14:06,0,business,32,spring,sunday,0,A320,2297,4.2,23207,216,10,26,10,14,bengaluru -> kolkata
akasa air,delhi,hyderabad,24-09-2025,20:10,21:16,1,economy,10,spring,wednesday,0,A320,1615,3.9,7971,66,9,24,20,21,delhi -> hyderabad
airasia india,pune,mumbai,26-01-2025,13:40,16:22,2,economy,50,summer,sunday,1,B737,2320,4.1,15670,162,1,26,13,16,pune -> mumbai
airasia india,kolkata,hyderabad,27-08-2025,08:40,11:28,0,business,77,winter,wednesday,0,A321,2428,4.6,19497,168,8,27,8,11,kolkata -> hyderabad
spicejet,mumbai,kolkata,16-01-2025,00:15,02:09,2,economy,83,summer,thursday,0,A321,585,3.9,6182,114,1,16,0,2,mumbai -> kolkata
indigo,ahmedabad,chennai,04-02-2025,18:40,23:10,1,business,41,summer,tuesday,0,A320,1532,3.8,18442,270,2,4,18,23,ahmedabad -> chennai
indigo,delhi,chennai,12-06-2025,05:45,10:45,0,business,19,winter,thursday,1,B787,690,4.2,11539,300,6,12,5,10,delhi -> chennai
indigo,kolkata,mumbai,09-09-2025,05:45,11:39,0,economy,61,spring,tuesday,1,A321,2027,4.2,9246,354,9,9,5,11,kolkata -> mumbai
air india,mumbai,kolkata,04-06-2025,09:45,11:15,0,economy,92,winter,wednesday,0,B787,1076,4.3,5435,90,6,4,9,11,mumbai -> kolkata
airasia india,delhi,mumbai,29-10-2025,09:00,14:00,0,business,102,spring,wednesday,0,B737,1111,4.7,11397,300,10,29,9,14,delhi -> mumbai
airasia india,mumbai,pune,22-11-2025,10:30,12:48,0,economy,115,spring,saturday,0,B737,1559,4.4,6875,138,11,22,10,12,mumbai -> pune
air india,bengaluru,kolkata,05-01-2025,17:15,21:57,0,economy,61,summer,sunday,0,A350,2678,4.3,10834,282,1,5,17,21,bengaluru -> kolkata
airasia india,ahmedabad,bengaluru,02-09-2025,17:00,20:54,1,economy,61,spring,tuesday,0,A321,1179,3.7,6904,234,9,2,17,20,ahmedabad -> bengaluru
akasa air,delhi,hyderabad,11-07-2025,02:40,06:40,1,economy,39,winter,friday,0,A321,1893,3.5,10747,240,7,11,2,6,delhi -> hyderabad
akasa air,pune,chennai,13-11-2025,05:15,09:51,0,economy,61,spring,thursday,0,ATR72,1047,4.3,5841,276,11,13,5,9,pune -> chennai
airasia india,pune,mumbai,28-05-2025,16:30,20:06,0,economy,47,monsoon,wednesday,0,B737,760,4.1,5061,216,5,28,16,20,pune -> mumbai
akasa air,mumbai,pune,27-11-2025,07:30,10:24,1,business,61,spring,thursday,0,B787,2508,3.6,21963,174,11,27,7,10,mumbai -> pune
airasia india,mumbai,hyderabad,09-01-2025,04:40,07:22,0,economy,115,summer,thursday,0,B787,2667,4.4,9000,162,1,9,4,7,mumbai -> hyderabad
vistara,chennai,pune,10-08-2025,20:45,23:21,1,economy,74,winter,sunday,1,B737,470,4.8,4664,156,8,10,20,23,chennai -> pune
airasia india,chennai,pune,24-02-2025,14:50,16:56,1,business,106,summer,monday,0,A350,471,3.7,10075,126,2,24,14,16,chennai -> pune
vistara,kolkata,pune,09-01-2025,19:20,23:32,0,economy,12,summer,thursday,0,A321,984,4.5,4971,252,1,9,19,23,kolkata -> pune
air india,hyderabad,bengaluru,31-01-2025,17:00,21:06,0,economy,33,summer,friday,0,ATR72,1715,4.2,8391,246,1,31,17,21,hyderabad -> bengaluru
airasia india,bengaluru,pune,02-03-2025,00:10,03:40,2,business,100,monsoon,sunday,0,A321,1521,3.6,17986,210,3,2,0,3,bengaluru -> pune
air india,bengaluru,pune,08-01-2025,00:40,05:58,0,economy,108,summer,wednesday,0,A320,1218,4.6,6448,318,1,8,0,5,bengaluru -> pune
akasa air,mumbai,delhi,10-10-2025,19:00,22:30,1,economy,53,spring,friday,0,B787,2046,4.2,9710,210,10,10,19,22,mumbai -> delhi
spicejet,chennai,hyderabad,01-07-2025,13:20,16:50,0,economy,114,winter,tuesday,0,B787,2037,3.6,8431,210,7,1,13,16,chennai -> hyderabad
vistara,pune,delhi,03-03-2025,17:30,20:00,2,economy,95,monsoon,monday,0,B787,2582,4.8,11780,150,3,3,17,20,pune -> delhi
vistara,ahmedabad,pune,08-07-2025,22:00,00:42,1,business,68,winter,tuesday,0,A321,853,4.6,10091,162,7,8,22,0,ahmedabad -> pune
indigo,pune,mumbai,03-06-2025,05:45,11:27,0,business,20,winter,tuesday,0,A350,999,4.6,12467,342,6,3,5,11,pune -> mumbai
vistara,bengaluru,pune,04-12-2025,23:45,02:09,1,economy,42,summer,thursday,0,ATR72,2700,4.3,11920,144,12,4,23,2,bengaluru -> pune
indigo,bengaluru,pune,19-01-2025,21:20,03:20,2,economy,32,summer,sunday,0,B787,2754,4.8,14571,360,1,19,21,3,bengaluru -> pune
indigo,ahmedabad,mumbai,21-03-2025,11:30,16:30,0,economy,27,monsoon,friday,0,B787,907,4.2,6576,300,3,21,11,16,ahmedabad -> mumbai
indigo,pune,ahmedabad,24-09-2025,21:40,00:16,1,economy,37,spring,wednesday,0,A320,549,4.8,5841,156,9,24,21,0,pune -> ahmedabad
airasia india,mumbai,bengaluru,21-05-2025,12:50,17:44,1,economy,77,monsoon,wednesday,0,B787,1034,4.9,5745,294,5,21,12,17,mumbai -> bengaluru
spicejet,hyderabad,bengaluru,26-08-2025,01:45,05:39,2,economy,8,winter,tuesday,0,ATR72,2350,4.6,12071,234,8,26,1,5,hyderabad -> bengaluru
akasa air,hyderabad,chennai,21-10-2025,21:15,00:21,1,economy,78,spring,tuesday,0,B737,940,3.9,6475,186,10,21,21,0,hyderabad -> chennai
spicejet,bengaluru,delhi,17-01-2025,16:50,23:02,1,business,68,summer,friday,0,ATR72,532,4.6,9321,372,1,17,16,23,bengaluru -> delhi
airasia india,ahmedabad,kolkata,11-10-2025,21:30,00:54,0,economy,53,spring,saturday,0,A350,2315,4.1,9510,204,10,11,21,0,ahmedabad -> kolkata
airasia india,chennai,hyderabad,20-05-2025,03:00,08:42,2,economy,19,monsoon,tuesday,1,B787,727,4.3,8354,342,5,20,3,8,chennai -> hyderabad
airasia india,mumbai,hyderabad,20-06-2025,12:15,14:09,2,business,61,winter,friday,0,B737,950,4.6,18897,114,6,20,12,14,mumbai -> hyderabad
spicejet,delhi,mumbai,29-01-2025,16:15,17:57,0,economy,50,summer,wednesday,1,A320,2572,3.9,12014,102,1,29,16,17,delhi -> mumbai
indigo,mumbai,chennai,31-05-2025,14:45,16:03,1,economy,63,monsoon,saturday,0,A320,906,4.2,5405,78,5,31,14,16,mumbai -> chennai
airasia india,ahmedabad,pune,22-11-2025,00:00,01:18,0,economy,35,spring,saturday,0,ATR72,2652,4.4,11522,78,11,22,0,1,ahmedabad -> pune
akasa air,hyderabad,ahmedabad,03-04-2025,15:20,20:56,2,economy,17,monsoon,thursday,0,ATR72,2131,4.4,12101,336,4,3,15,20,hyderabad -> ahmedabad
vistara,mumbai,hyderabad,31-01-2025,00:40,03:40,0,economy,61,summer,friday,0,A350,2325,4.1,9896,180,1,31,0,3,mumbai -> hyderabad
airasia india,bengaluru,mumbai,20-11-2025,14:20,16:08,1,business,28,spring,thursday,0,B787,406,4.5,8533,108,11,20,14,16,bengaluru -> mumbai
vistara,mumbai,pune,31-01-2025,01:10,05:04,0,economy,41,summer,friday,0,B787,1202,4,6156,234,1,31,1,5,mumbai -> pune
vistara,kolkata,bengaluru,11-02-2025,19:30,00:18,1,economy,46,summer,tuesday,0,A350,2204,4.9,8802,288,2,11,19,0,kolkata -> bengaluru
air india,chennai,pune,13-09-2025,11:15,12:39,2,business,64,spring,saturday,0,ATR72,692,4.4,14945,84,9,13,11,12,chennai -> pune
akasa air,delhi,chennai,04-06-2025,06:40,09:58,0,economy,103,winter,wednesday,0,A320,2260,4.8,3846,198,6,4,6,9,delhi -> chennai
air india,bengaluru,kolkata,13-04-2025,20:40,02:52,0,economy,87,monsoon,sunday,0,B737,479,4.2,4211,372,4,13,20,2,bengaluru -> kolkata
akasa air,hyderabad,mumbai,07-03-2025,02:45,07:57,1,economy,42,monsoon,friday,0,A321,573,4.6,4330,312,3,7,2,7,hyderabad -> mumbai
indigo,ahmedabad,pune,16-02-2025,23:00,03:24,1,economy,61,summer,sunday,0,A320,985,4.6,5675,264,2,16,23,3,ahmedabad -> pune
airasia india,mumbai,bengaluru,02-09-2025,14:20,16:08,0,economy,111,spring,tuesday,1,B787,1950,3.9,8483,108,9,2,14,16,mumbai -> bengaluru
indigo,ahmedabad,bengaluru,27-05-2025,02:10,05:16,0,economy,64,monsoon,tuesday,0,ATR72,1806,4.8,5997,186,5,27,2,5,ahmedabad -> bengaluru
akasa air,kolkata,hyderabad,27-08-2025,19:15,23:57,1,economy,76,winter,wednesday,0,B787,343,4.6,3660,282,8,27,19,23,kolkata -> hyderabad
spicejet,ahmedabad,chennai,25-02-2025,01:40,07:28,0,economy,24,summer,tuesday,0,B787,2293,4.8,9984,348,2,25,1,7,ahmedabad -> chennai
spicejet,chennai,bengaluru,03-11-2025,20:40,01:58,0,economy,114,spring,monday,0,A321,2047,3.6,8203,318,11,3,20,1,chennai -> bengaluru
spicejet,hyderabad,mumbai,05-12-2025,00:45,02:45,1,economy,34,summer,friday,0,B787,741,3.7,7158,120,12,5,0,2,hyderabad -> mumbai
indigo,mumbai,bengaluru,12-08-2025,19:10,22:58,2,economy,51,winter,tuesday,0,ATR72,1157,4.5,7187,228,8,12,19,22,mumbai -> bengaluru
indigo,pune,mumbai,28-08-2025,17:40,21:16,0,economy,38,winter,thursday,0,A350,426,4,3536,216,8,28,17,21,pune -> mumbai
spicejet,ahmedabad,mumbai,08-01-2025,21:00,01:54,0,economy,105,summer,wednesday,0,B787,1725,4,8042,294,1,8,21,1,ahmedabad -> mumbai
spicejet,chennai,ahmedabad,15-06-2025,20:20,01:50,0,economy,46,winter,sunday,0,B787,567,3.6,5387,330,6,15,20,1,chennai -> ahmedabad
indigo,bengaluru,hyderabad,19-09-2025,20:20,00:02,1,economy,30,spring,friday,1,B787,2267,3.5,12128,1044,9,19,20,0,bengaluru -> hyderabad
airasia india,chennai,pune,09-11-2025,13:30,19:54,1,economy,61,spring,sunday,0,A321,2139,4.2,10298,384,11,9,13,19,chennai -> pune
air india,chennai,mumbai,28-08-2025,21:45,03:33,1,economy,85,winter,thursday,0,B787,937,3.7,6139,348,8,28,21,3,chennai -> mumbai
vistara,pune,hyderabad,01-08-2025,11:45,15:39,0,economy,99,winter,friday,0,B787,721,4.8,4964,234,8,1,11,15,pune -> hyderabad
airasia india,chennai,hyderabad,23-12-2025,11:15,15:57,0,economy,119,summer,tuesday,0,A320,1715,4.1,6382,282,12,23,11,15,chennai -> hyderabad
vistara,chennai,mumbai,09-05-2025,11:15,16:45,1,economy,32,monsoon,friday,0,A320,1264,4.8,7703,330,5,9,11,16,chennai -> mumbai
air india,bengaluru,ahmedabad,06-12-2025,05:20,09:32,0,economy,93,summer,saturday,0,A321,2555,4.6,3738,252,12,6,5,9,bengaluru -> ahmedabad
spicejet,bengaluru,ahmedabad,17-12-2025,07:15,11:09,1,economy,60,summer,wednesday,0,B787,2757,4,11058,234,12,17,7,11,bengaluru -> ahmedabad
akasa air,delhi,mumbai,08-05-2025,09:00,11:30,0,business,45,monsoon,wednesday,0,B737,491,4,7514,150,5,8,9,11,delhi -> mumbai
indigo,mumbai,bengaluru,05-01-2025,04:45,09:45,1,economy,115,summer,sunday,0,A320,1186,3.9,5479,300,1,5,4,9,mumbai -> bengaluru
airasia india,pune,chennai,08-02-2025,09:50,11:26,0,business,67,summer,saturday,0,A350,2396,4,21551,96,2,8,9,11,pune -> chennai
